History,Stock,% of Portfolio,RecentActivity,Shares,ReportedPrice*,Value,Unnamed: 7,Current Price,+/-Reported Price,52Week Low,52Week High,Investor,Page
≡,HLF - Herbalife Nutrition Ltd.,1.63,Add 2.10%,7759844,$8.62,"$66,890,000",,$9.59,11.25%,$5.04,$10.83,Seth Klarman - Baupost Group,1
≡,ICLR - ICON plc,1.43,,405000,$145.45,"$58,907,000",,$179.64,23.51%,$125.10,$328.35,Seth Klarman - Baupost Group,1
≡,LBTYA - Liberty Global Ltd CL A,1.24,,5076762,$10.01,"$50,818,000",,$11.38,13.69%,$9.03,$14.30,Seth Klarman - Baupost Group,1
≡,AMCR - Amcor plc,1.23,Buy,5500000,$9.19,"$50,545,000",,$8.53,-7.18%,$8.25,$11.04,Seth Klarman - Baupost Group,1
≡,PAGS - PagSeguro Digital Ltd.,0.59,Buy,2500000,$9.64,"$24,100,000",,$8.61,-10.68%,$5.93,$14.38,Seth Klarman - Baupost Group,1
≡,TBN - Tamboran Resources Corp,0.3,,570833,$21.32,"$12,170,000",,$20.47,-3.99%,$15.75,$34.50,Seth Klarman - Baupost Group,1
≡,LBRDA - Liberty Broadband Corp. CL A,0.02,,7560,$97.88,"$740,000",,$60.96,-37.72%,$53.73,$95.93,Seth Klarman - Baupost Group,1
≡,CP - Canadian Pacific Kansas City,18.44,Reduce 14.69%,14680499,$79.28,"$1,163,876,000",,$74.84,-5.60%,$66.35,$87.07,Sarah Ketterer - Causeway Capital Management,1
≡,CCL - Carnival Corp.,12.98,Add 9.65%,29128074,$28.12,"$819,081,000",,$29.57,5.16%,$15.07,$31.01,Sarah Ketterer - Causeway Capital Management,1
≡,DB - Deutsche Bank AG,9.04,Add 1176.19%,19315143,$29.53,"$570,417,000",,$36.36,23.13%,$14.79,$36.99,Sarah Ketterer - Causeway Capital Management,1
≡,B - Barrick Mining Corp.,5.81,Add 49.11%,17653416,$20.77,"$366,675,000",,$23.97,15.41%,$14.95,$24.48,Sarah Ketterer - Causeway Capital Management,1
≡,SW - Smurfit Westrock Plc,4.8,Add 160.43%,7015694,$43.15,"$302,727,000",,$43.17,0.05%,$36.31,$55.46,Sarah Ketterer - Causeway Capital Management,1
≡,BABA - Alibaba Group Holdings,2.23,Reduce 8.37%,1242469,$113.41,"$140,908,000",,$119.99,5.80%,$77.89,$145.97,Sarah Ketterer - Causeway Capital Management,1
≡,GOOG - Alphabet Inc. CL C,2.03,Add 3.47%,721546,$177.39,"$127,995,000",,$202.49,14.15%,$142.49,$208.21,Sarah Ketterer - Causeway Capital Management,1
≡,TSM - Taiwan Semiconductor S.A.,1.86,Reduce 0.35%,517815,$226.49,"$117,280,000",,$232.70,2.74%,$133.78,$248.28,Sarah Ketterer - Causeway Capital Management,1
≡,C - Citigroup Inc.,1.7,Reduce 6.73%,1259978,$85.12,"$107,249,000",,$93.74,10.13%,$54.51,$96.27,Sarah Ketterer - Causeway Capital Management,1
≡,CTSH - Cognizant Technology Solutions,1.46,Add 28.71%,1181358,$78.03,"$92,181,000",,$70.86,-9.19%,$64.98,$89.77,Sarah Ketterer - Causeway Capital Management,1
≡,BCS - Barclays plc ADR,1.37,Add 3.37%,4664178,$18.59,"$86,707,000",,$20.12,8.23%,$10.93,$20.56,Sarah Ketterer - Causeway Capital Management,1
≡,ADI - Analog Devices,1.34,Reduce 16.14%,355604,$238.02,"$84,641,000",,$230.44,-3.18%,$157.93,$247.73,Sarah Ketterer - Causeway Capital Management,1
≡,DIS - Walt Disney Co.,1.23,Reduce 34.61%,623677,$124.01,"$77,342,000",,$116.27,-6.24%,$79.76,$124.69,Sarah Ketterer - Causeway Capital Management,1
≡,MRK - Merck & Co.,1.23,Add 9.44%,982660,$79.16,"$77,787,000",,$84.93,7.29%,$72.58,$116.37,Sarah Ketterer - Causeway Capital Management,1
≡,META - Meta Platforms Inc.,1.12,Reduce 9.40%,95570,$738.09,"$70,539,000",,$751.48,1.81%,$479.43,$796.25,Sarah Ketterer - Causeway Capital Management,1
≡,AZN - AstraZeneca PLC,1.06,Add 11.14%,953448,$69.88,"$66,627,000",,$79.54,13.82%,$60.82,$85.84,Sarah Ketterer - Causeway Capital Management,1
≡,AXS - Axis Capital Holdings Ltd.,1.04,Reduce 12.67%,634981,$103.82,"$65,924,000",,$96.45,-7.10%,$72.85,$106.73,Sarah Ketterer - Causeway Capital Management,1
≡,G - Genpact Ltd.,1.0,Add 51.50%,1431171,$44.01,"$62,986,000",,$44.79,1.77%,$37.35,$56.35,Sarah Ketterer - Causeway Capital Management,1
≡,BIIB - Biogen Inc.,0.98,Add 13.80%,493355,$125.59,"$61,960,000",,$138.86,10.57%,$110.04,$207.59,Sarah Ketterer - Causeway Capital Management,1
≡,JD - JD.com Inc.,0.96,Add 3.18%,1854381,$32.64,"$60,527,000",,$31.24,-4.29%,$24.52,$46.45,Sarah Ketterer - Causeway Capital Management,1
≡,ORCL - Oracle Corp.,0.96,Reduce 43.62%,277286,$218.63,"$60,623,000",,$234.62,7.31%,$118.18,$260.87,Sarah Ketterer - Causeway Capital Management,1
≡,NTES - NetEase.com Inc.,0.94,Buy,441494,$134.58,"$59,416,000",,$128.32,-4.65%,$74.17,$141.45,Sarah Ketterer - Causeway Capital Management,1
≡,QFIN - Qifu Technology Inc.,0.9,Add 0.53%,1314163,$43.36,"$56,982,000",,$29.15,-32.77%,$22.93,$48.04,Sarah Ketterer - Causeway Capital Management,1
≡,ZBH - Zimmer Biomet Holdings,0.84,Reduce 28.21%,578238,$91.21,"$52,741,000",,$104.31,14.36%,$88.99,$115.64,Sarah Ketterer - Causeway Capital Management,1
≡,APTV - Aptiv PLC,0.78,Reduce 16.50%,718696,$68.22,"$49,029,000",,$76.14,11.61%,$47.19,$77.09,Sarah Ketterer - Causeway Capital Management,1
≡,BP - BP plc,0.77,Add 1.50%,1620639,$29.93,"$48,506,000",,$33.82,13.00%,$24.47,$34.63,Sarah Ketterer - Causeway Capital Management,1
≡,PFE - Pfizer Inc.,0.75,Reduce 3.01%,1963312,$24.24,"$47,591,000",,$25.32,4.46%,$20.18,$28.43,Sarah Ketterer - Causeway Capital Management,1
≡,CFG - Citizens Financial Group Inc.,0.73,Add 2.87%,1032974,$44.75,"$46,226,000",,$48.39,8.13%,$31.96,$49.55,Sarah Ketterer - Causeway Capital Management,1
≡,IFF - International Flavors & Fragrances Inc.,0.73,Buy,622703,$73.55,"$45,800,000",,$65.83,-10.50%,$62.33,$105.18,Sarah Ketterer - Causeway Capital Management,1
≡,XP - XP Inc.,0.73,Buy,2280437,$20.20,"$46,065,000",,$16.00,-20.79%,$10.82,$20.64,Sarah Ketterer - Causeway Capital Management,1
≡,BUD - Anheuser-Busch InBev,0.71,Reduce 6.42%,647477,$68.72,"$44,495,000",,$62.24,-9.43%,$45.21,$72.13,Sarah Ketterer - Causeway Capital Management,1
≡,PHG - Koninklijke Philips Electronics NV,0.7,Add 20.84%,1850995,$23.98,"$44,387,000",,$27.57,14.97%,$20.72,$31.75,Sarah Ketterer - Causeway Capital Management,1
≡,WHR - Whirlpool Corp.,0.7,Add 19.18%,433543,$101.42,"$43,970,000",,$89.57,-11.68%,$72.18,$130.39,Sarah Ketterer - Causeway Capital Management,1
≡,DEO - Diageo ADR,0.69,Add 40.45%,430710,$100.84,"$43,433,000",,$114.07,13.12%,$96.45,$140.60,Sarah Ketterer - Causeway Capital Management,1
≡,BAP - Credicorp Ltd.,0.68,Add 253.51%,192758,$223.52,"$43,085,000",,$250.48,12.06%,$154.25,$255.39,Sarah Ketterer - Causeway Capital Management,1
≡,GSK - GSK plc,0.67,Reduce 0.08%,1107076,$38.40,"$42,512,000",,$39.62,3.18%,$30.66,$42.72,Sarah Ketterer - Causeway Capital Management,1
≡,SNY - Sanofi Aventis,0.64,Add 21.11%,839639,$48.31,"$40,563,000",,$50.19,3.89%,$43.86,$57.56,Sarah Ketterer - Causeway Capital Management,1
≡,PUK - Prudential Plc ADR,0.63,Reduce 32.11%,1597829,$25.02,"$39,978,000",,$26.56,6.16%,$14.18,$26.98,Sarah Ketterer - Causeway Capital Management,1
≡,PCG - PG&E Corp.,0.6,Add 6.63%,2737515,$13.94,"$38,161,000",,$15.60,11.91%,$12.97,$21.62,Sarah Ketterer - Causeway Capital Management,1
≡,JOYY - JOYY Inc.,0.59,Add 733.72%,731870,$50.91,"$37,260,000",,$49.40,-2.97%,$31.63,$55.27,Sarah Ketterer - Causeway Capital Management,1
≡,TME - Tencent Music Entertainment Grp,0.59,Add 209.50%,1903885,$19.49,"$37,107,000",,$25.29,29.76%,$9.29,$26.54,Sarah Ketterer - Causeway Capital Management,1
≡,AU - AngloGold Ashanti Ltd.,0.56,Add 105.50%,788151,$45.07,"$35,520,000",,$52.15,15.71%,$21.91,$59.19,Sarah Ketterer - Causeway Capital Management,1
≡,JLL - Jones Lang Lasalle Inc.,0.56,Reduce 2.41%,137057,$255.78,"$35,056,000",,$299.25,17.00%,$194.36,$299.29,Sarah Ketterer - Causeway Capital Management,1
≡,SAP - SAP SE,0.55,Reduce 25.84%,115049,$304.10,"$34,986,000",,$274.23,-9.82%,$208.56,$313.28,Sarah Ketterer - Causeway Capital Management,1
≡,SE - Sea Ltd,0.54,Add 6.87%,212331,$159.94,"$33,960,000",,$179.25,12.07%,$75.67,$181.76,Sarah Ketterer - Causeway Capital Management,1
≡,ING - ING Group NV,0.53,Add 5.49%,1540694,$21.87,"$33,695,000",,$24.69,12.89%,$14.08,$25.11,Sarah Ketterer - Causeway Capital Management,1
≡,LYV - Live Nation Inc.,0.53,Reduce 25.54%,219457,$151.28,"$33,200,000",,$162.90,7.68%,$92.57,$164.06,Sarah Ketterer - Causeway Capital Management,1
≡,GFI - Gold Fields Ltd.,0.51,Buy,1353653,$23.67,"$32,041,000",,$29.31,23.83%,$12.75,$31.77,Sarah Ketterer - Causeway Capital Management,1
≡,RELX - RELX plc,0.42,Add 6.27%,482845,$54.34,"$26,238,000",,$47.79,-12.05%,$43.46,$56.03,Sarah Ketterer - Causeway Capital Management,1
≡,PAGS - PagSeguro Digital Ltd.,0.41,Buy,2691538,$9.64,"$25,946,000",,$8.61,-10.68%,$5.93,$14.38,Sarah Ketterer - Causeway Capital Management,1
≡,BTI - British American Tobacco plc,0.4,Reduce 12.86%,530599,$47.33,"$25,113,000",,$57.47,21.42%,$32.33,$58.46,Sarah Ketterer - Causeway Capital Management,1
≡,SNN - Smith & Nephew plc,0.4,Add 35.18%,821008,$30.63,"$25,147,000",,$36.88,20.40%,$23.30,$36.89,Sarah Ketterer - Causeway Capital Management,1
≡,WB - Weibo Corp.,0.4,Add 17.16%,2643718,$9.53,"$25,195,000",,$11.21,17.63%,$6.30,$11.97,Sarah Ketterer - Causeway Capital Management,1
≡,MT - ArcelorMittal,0.39,Add 10.28%,776702,$31.58,"$24,528,000",,$34.51,9.28%,$21.20,$35.13,Sarah Ketterer - Causeway Capital Management,1
≡,NVO - Novo Nordisk A S,0.39,Buy,353884,$69.02,"$24,425,000",,$54.78,-20.63%,$44.55,$135.90,Sarah Ketterer - Causeway Capital Management,1
≡,SHG - Shinhan Financial Group Company,0.39,Add 7.91%,550138,$45.18,"$24,855,000",,$48.24,6.77%,$28.76,$52.00,Sarah Ketterer - Causeway Capital Management,1
≡,ALLY - Ally Financial Inc.,0.37,Reduce 7.42%,603036,$38.95,"$23,488,000",,$38.27,-1.75%,$29.02,$42.42,Sarah Ketterer - Causeway Capital Management,1
≡,NGG - National Grid Plc Sp ADR,0.37,Buy,315994,$74.41,"$23,513,000",,$70.98,-4.61%,$54.24,$74.58,Sarah Ketterer - Causeway Capital Management,1
≡,ATAT - Atour Lifestyle Holdings ADR,0.35,Add 4.71%,672784,$32.51,"$21,872,000",,$34.56,6.31%,$15.60,$37.46,Sarah Ketterer - Causeway Capital Management,1
≡,FINV - Finvolution Group ADR,0.35,Add 2.92%,2351203,$9.48,"$22,289,000",,$8.79,-7.28%,$4.95,$10.90,Sarah Ketterer - Causeway Capital Management,1
≡,IR - Ingersoll Rand Inc.,0.35,Buy,262774,$83.18,"$21,858,000",,$79.84,-4.02%,$65.58,$105.95,Sarah Ketterer - Causeway Capital Management,1
≡,CLS - Celestica Inc,0.31,Reduce 14.76%,124587,$155.92,"$19,426,000",,$184.73,18.48%,$40.65,$218.80,Sarah Ketterer - Causeway Capital Management,1
≡,MOMO - Hello Group Inc Spn ADR,0.31,Add 12.26%,2346224,$8.44,"$19,802,000",,$7.99,-5.33%,$5.05,$9.22,Sarah Ketterer - Causeway Capital Management,1
≡,BXP - BXP Inc.,0.29,Buy,272795,$67.47,"$18,405,000",,$66.87,-0.89%,$53.45,$86.38,Sarah Ketterer - Causeway Capital Management,1
≡,KEP - Korea Elec Power Corp Sp ADR,0.27,Buy,1220320,$14.09,"$17,194,000",,$13.38,-5.04%,$6.68,$15.19,Sarah Ketterer - Causeway Capital Management,1
≡,GPK - Graphic Packaging Hldg Co.,0.25,Buy,740479,$21.07,"$15,602,000",,$22.75,7.97%,$20.75,$30.31,Sarah Ketterer - Causeway Capital Management,1
≡,IBN - ICICI Bank Ltd.,0.24,Add 0.39%,444660,$33.64,"$14,958,000",,$32.88,-2.26%,$27.20,$34.29,Sarah Ketterer - Causeway Capital Management,1
≡,HDB - HDFC Bank Ltd.,0.23,Add 46.84%,187589,$76.67,"$14,382,000",,$74.86,-2.36%,$57.05,$78.61,Sarah Ketterer - Causeway Capital Management,1
≡,VEA - Vanguard FTSE Developed ETF,0.22,Reduce 39.61%,245142,$57.01,"$13,976,000",,$58.74,3.03%,$44.78,$59.02,Sarah Ketterer - Causeway Capital Management,1
≡,INDA - iShares MSCI India ETF,0.19,Add 51.74%,217240,$55.68,"$12,096,000",,$53.65,-3.65%,$47.60,$59.06,Sarah Ketterer - Causeway Capital Management,1
≡,KSA - Ishrs Msci Saudi Arabia ETF,0.19,Reduce 1.48%,310751,$38.54,"$11,976,000",,$37.84,-1.82%,$36.36,$41.87,Sarah Ketterer - Causeway Capital Management,1
≡,MELI - Mercadolibre Inc.,0.19,Buy,4525,$2613.70,"$11,827,000",,$2342.94,-10.36%,$1646.00,$2645.22,Sarah Ketterer - Causeway Capital Management,1
≡,VIPS - Vipshop Holdings Ltd,0.19,Add 7.69%,782518,$15.05,"$11,777,000",,$16.60,10.30%,$11.08,$17.47,Sarah Ketterer - Causeway Capital Management,1
≡,ZIM - Zim Integrated Shipping Serv,0.18,Add 4.84%,711364,$16.09,"$11,446,000",,$15.55,-3.36%,$10.51,$19.92,Sarah Ketterer - Causeway Capital Management,1
≡,SMIN - Ishares Msci India Small Cap,0.17,Add 61.63%,137008,$77.18,"$10,574,000",,$74.79,-3.10%,$61.54,$81.66,Sarah Ketterer - Causeway Capital Management,1
≡,NWG - NatWest Group Plc,0.14,Reduce 17.68%,629470,$14.15,"$8,907,000",,$14.82,4.73%,$8.11,$15.17,Sarah Ketterer - Causeway Capital Management,1
≡,SNX - SYNNEX Corp.,0.14,Reduce 52.14%,62872,$135.70,"$8,532,000",,$146.21,7.75%,$91.55,$153.70,Sarah Ketterer - Causeway Capital Management,1
≡,MMYT - MakeMyTrip Ltd,0.13,Add 10.45%,83521,$98.02,"$8,187,000",,$101.52,3.57%,$81.84,$123.00,Sarah Ketterer - Causeway Capital Management,1
≡,VSS - Vanguard FTSE All Wo X Us Sc,0.13,Reduce 1.97%,61586,$134.40,"$8,277,000",,$138.47,3.03%,$102.18,$139.14,Sarah Ketterer - Causeway Capital Management,1
≡,INFY - Infosys Ltd.,0.08,Reduce 89.24%,283927,$18.53,"$5,261,000",,$16.60,-10.42%,$15.60,$23.30,Sarah Ketterer - Causeway Capital Management,1
≡,IQ - iQIYI Inc.,0.08,,2896200,$1.77,"$5,126,000",,$2.28,28.81%,$1.50,$3.35,Sarah Ketterer - Causeway Capital Management,1
≡,CGAU - Centerra Gold Inc,0.07,Buy,635501,$7.19,"$4,569,000",,$7.09,-1.39%,$5.37,$7.70,Sarah Ketterer - Causeway Capital Management,1
≡,SMFG - Sumitomo Mitsui Spons ADR,0.07,Buy,301796,$15.11,"$4,560,000",,$16.62,9.99%,$11.83,$17.46,Sarah Ketterer - Causeway Capital Management,1
≡,RDY - Dr. Reddy's Laboratories ADR,0.04,Add 10.18%,159139,$15.03,"$2,392,000",,$14.18,-5.66%,$12.18,$16.74,Sarah Ketterer - Causeway Capital Management,1
≡,ACWI - iShares MSCI ACWI ETF,0.02,Reduce 27.09%,8460,$128.61,"$1,088,000",,$132.70,3.18%,$100.47,$133.74,Sarah Ketterer - Causeway Capital Management,1
≡,WIT - Wipro Ltd ADR,0.02,Reduce 2.67%,475731,$3.02,"$1,437,000",,$2.75,-8.94%,$2.58,$3.67,Sarah Ketterer - Causeway Capital Management,1
≡,BTG - B2Gold Corp.,0.01,,94491,$3.61,"$341,000",,$3.76,4.16%,$2.17,$3.94,Sarah Ketterer - Causeway Capital Management,1
≡,EFA - iShares MSCI EAFE ETF,0.01,Add 9.67%,7064,$89.33,"$631,000",,$92.10,3.10%,$70.92,$92.49,Sarah Ketterer - Causeway Capital Management,1
≡,JBS - Jbs Nv A,0.01,Buy,34350,$14.61,"$502,000",,$15.09,3.29%,$12.83,$15.23,Sarah Ketterer - Causeway Capital Management,1
≡,MSFT - Microsoft Corp.,0.01,,940,$497.87,"$468,000",,$509.77,2.39%,$344.16,$555.45,Sarah Ketterer - Causeway Capital Management,1
≡,NVDA - NVIDIA Corp.,0.01,Reduce 11.95%,3631,$158.08,"$574,000",,$175.64,11.11%,$86.61,$184.48,Sarah Ketterer - Causeway Capital Management,1
≡,VEU - Vanguard FTSE All World ex US ETF,0.01,Add 31.98%,8926,$67.22,"$600,000",,$69.41,3.26%,$53.27,$69.75,Sarah Ketterer - Causeway Capital Management,1
≡,VWO - Vanguard FTSE Emerging Marke,0.01,Reduce 76.59%,7149,$49.52,"$354,000",,$51.38,3.76%,$39.42,$51.87,Sarah Ketterer - Causeway Capital Management,1
≡,AAPL - Apple Inc.,0.0,Reduce 0.20%,1003,$205.38,"$206,000",,$230.56,12.26%,$168.80,$259.18,Sarah Ketterer - Causeway Capital Management,1
≡,BKNG - Booking Holdings Inc.,0.0,Buy,37,$5783.78,"$214,000",,$5584.08,-3.45%,$3637.26,$5839.41,Sarah Ketterer - Causeway Capital Management,1
≡,INN - Summit Hotel Properties Inc.,0.0,Buy,15652,$5.11,"$80,000",,$5.30,3.72%,$3.46,$6.82,Sarah Ketterer - Causeway Capital Management,1
≡,NVS - Novartis AG,0.0,Reduce 50.80%,2084,$120.92,"$252,000",,$124.95,3.33%,$92.72,$125.62,Sarah Ketterer - Causeway Capital Management,1
≡,PBYI - Puma Biotechnology Inc.,0.0,,14095,$3.41,"$48,000",,$5.09,49.27%,$2.23,$6.07,Sarah Ketterer - Causeway Capital Management,1
≡,BRK.A - Berkshire Hathaway CL A,34.28,,86,$728802.33,"$62,677,000",,$727200.00,-0.22%,$657497.50,$812855.00,Francis Chou - Chou Associates,1
≡,SIRI - SiriusXM Holdings Inc,8.83,,702462,$22.97,"$16,136,000",,$22.93,-0.17%,$18.22,$28.16,Francis Chou - Chou Associates,1
≡,GOOG - Alphabet Inc. CL C,7.99,,82390,$177.39,"$14,615,000",,$202.49,14.15%,$142.49,$208.21,Francis Chou - Chou Associates,1
≡,SYF - Synchrony Financial,7.87,,215702,$66.74,"$14,396,000",,$71.59,7.27%,$40.15,$73.44,Francis Chou - Chou Associates,1
≡,OXY - Occidental Petroleum,7.19,Add 360.29%,313000,$42.01,"$13,149,000",,$43.96,4.64%,$34.59,$57.35,Francis Chou - Chou Associates,1
≡,AAPL - Apple Inc.,4.94,,44000,$205.16,"$9,027,000",,$230.56,12.38%,$168.80,$259.18,Francis Chou - Chou Associates,1
≡,ALLY - Ally Financial Inc.,4.8,,225525,$38.95,"$8,784,000",,$38.27,-1.75%,$29.02,$42.42,Francis Chou - Chou Associates,1
≡,STLA - Stellantis N.V.,3.8,Reduce 50.44%,692000,$10.03,"$6,941,000",,$9.94,-0.90%,$7.71,$15.55,Francis Chou - Chou Associates,1
≡,C - Citigroup Inc.,2.69,,57695,$85.12,"$4,911,000",,$93.74,10.13%,$54.51,$96.27,Francis Chou - Chou Associates,1
≡,WFC - Wells Fargo,2.61,,59542,$80.13,"$4,771,000",,$77.53,-3.24%,$49.13,$84.33,Francis Chou - Chou Associates,1
≡,BABA - Alibaba Group Holdings,2.6,,41900,$113.41,"$4,752,000",,$119.99,5.80%,$77.89,$145.97,Francis Chou - Chou Associates,1
≡,POOL - Pool Corp.,1.7,,10636,$291.46,"$3,100,000",,$324.78,11.43%,$281.15,$391.14,Francis Chou - Chou Associates,1
≡,PYPL - PayPal Holdings Inc.,1.67,,41000,$74.32,"$3,047,000",,$69.05,-7.09%,$55.85,$93.66,Francis Chou - Chou Associates,1
≡,MCO - Moody's Corp.,1.62,,5899,$501.61,"$2,959,000",,$512.00,2.07%,$377.30,$528.95,Francis Chou - Chou Associates,1
≡,GM - General Motors,1.4,,52000,$49.21,"$2,559,000",,$57.06,15.95%,$41.47,$60.75,Francis Chou - Chou Associates,1
≡,BAC - Bank of America Corp.,1.29,,50000,$47.32,"$2,366,000",,$48.08,1.61%,$32.87,$49.31,Francis Chou - Chou Associates,1
≡,CASH - Meta Financial Group Inc.,1.19,,27389,$79.12,"$2,167,000",,$75.35,-4.76%,$62.66,$85.94,Francis Chou - Chou Associates,1
≡,MBI - MBIA Inc.,0.76,,321000,$4.34,"$1,393,000",,$6.54,50.69%,$3.22,$7.46,Francis Chou - Chou Associates,1
≡,AGO - Assured Guaranty Ltd.,0.52,,10990,$87.08,"$957,000",,$81.65,-6.24%,$73.80,$95.74,Francis Chou - Chou Associates,1
≡,MEOH - Methanex Corp.,0.36,Add 400.00%,20000,$33.10,"$662,000",,$33.79,2.08%,$25.33,$53.94,Francis Chou - Chou Associates,1
≡,JEF - Jefferies Financial Group Inc.,0.33,,10987,$54.70,"$601,000",,$59.77,9.27%,$38.72,$81.05,Francis Chou - Chou Associates,1
≡,CYD - China Yuchai Intl Ltd.,0.31,Reduce 68.15%,23364,$23.93,"$559,000",,$30.30,26.62%,$8.41,$32.24,Francis Chou - Chou Associates,1
≡,LPX - Louisiana-Pacific Corp.,0.28,,5886,$85.97,"$506,000",,$98.50,14.57%,$78.37,$121.82,Francis Chou - Chou Associates,1
≡,IMO - Imperial Oil Ltd.,0.22,,5000,$79.40,"$397,000",,$82.57,3.99%,$58.34,$86.91,Francis Chou - Chou Associates,1
≡,LEA - Lear Corp.,0.21,,4000,$95.00,"$380,000",,$103.07,8.49%,$73.21,$115.43,Francis Chou - Chou Associates,1
≡,MGA - Magna International Inc.,0.21,,10000,$38.60,"$386,000",,$44.46,15.18%,$29.66,$45.48,Francis Chou - Chou Associates,1
≡,RYAAY - Ryanair Holdings PLC,0.19,,5937,$57.60,"$342,000",,$66.08,14.72%,$38.52,$67.18,Francis Chou - Chou Associates,1
≡,CACC - Credit Acceptance Corp.,0.07,,262,$507.63,"$133,000",,$476.75,-6.08%,$409.22,$560.00,Francis Chou - Chou Associates,1
≡,SNREY - Sunrise Communicat Cl A,0.07,,2400,$56.67,"$136,000",,$55.90,-1.36%,$39.57,$57.87,Francis Chou - Chou Associates,1
≡,VTS - Vitesse Energy Inc.,0.02,,1293,$22.43,"$29,000",,$24.68,10.03%,$18.47,$26.92,Francis Chou - Chou Associates,1
≡,HTZWW - Hertz Global Hldgs Inc. WTS,0.0,,1000,$4.00,"$4,000",,$2.88,-28.00%,$1.77,$4.99,Francis Chou - Chou Associates,1
≡,MSFT - Microsoft Corp.,21.2,,403043,$300.30,"$121,032,000",,$509.77,69.75%,$344.16,$555.45,Triple Frond Partners,1
≡,META - Meta Platforms Inc.,12.03,Add 43.58%,110200,$622.90,"$68,644,000",,$751.48,20.64%,$479.43,$796.25,Triple Frond Partners,1
≡,AMZN - Amazon.com Inc.,10.81,,487191,$126.69,"$61,724,000",,$228.01,79.97%,$161.38,$242.52,Triple Frond Partners,1
≡,GOOG - Alphabet Inc. CL C,10.19,,648905,$89.61,"$58,148,000",,$202.49,125.97%,$142.49,$208.21,Triple Frond Partners,1
≡,ASML - ASML Holding NV,9.66,,79300,$695.50,"$55,153,000",,$743.61,6.92%,$575.26,$935.58,Triple Frond Partners,1
≡,LRCX - Lam Research,9.39,,706615,$75.83,"$53,581,000",,$100.33,32.31%,$56.18,$108.02,Triple Frond Partners,1
≡,TDG - TransDigm Group Inc.,8.98,Reduce 19.91%,73794,$694.79,"$51,271,000",,$1397.78,101.18%,$1183.60,$1623.83,Triple Frond Partners,1
≡,CHTR - Charter Communications,7.71,,160480,$274.13,"$43,992,000",,$267.01,-2.60%,$254.67,$437.06,Triple Frond Partners,1
≡,CCCS - CCC Intelligent Solutions Hldgs Inc.,5.24,Add 30.68%,3156000,$9.48,"$29,932,000",,$9.79,3.27%,$8.14,$12.88,Triple Frond Partners,1
≡,MCO - Moody's Corp.,4.78,,81627,$334.42,"$27,298,000",,$512.00,53.10%,$377.30,$528.95,Triple Frond Partners,1
≡,AMZN - Amazon.com Inc.,9.37,Reduce 21.56%,13921840,$219.39,"$3,054,312,000",,$228.01,3.93%,$161.38,$242.52,Polen Capital Management,1
≡,MSFT - Microsoft Corp.,8.28,Reduce 8.67%,5426123,$497.41,"$2,699,008,000",,$509.77,2.48%,$344.16,$555.45,Polen Capital Management,1
≡,ORCL - Oracle Corp.,8.04,Reduce 4.96%,11983204,$218.63,"$2,619,888,000",,$234.62,7.31%,$118.18,$260.87,Polen Capital Management,1
≡,V - Visa Inc.,6.11,Reduce 6.85%,5611098,$355.05,"$1,992,220,000",,$342.45,-3.55%,$263.46,$374.85,Polen Capital Management,1
≡,SHOP - Shopify Inc.,5.2,Reduce 3.80%,14690160,$115.35,"$1,694,510,000",,$139.25,20.72%,$65.86,$156.85,Polen Capital Management,1
≡,MA - Mastercard Inc.,5.16,Reduce 6.82%,2992048,$561.94,"$1,681,351,000",,$585.51,4.19%,$459.26,$593.91,Polen Capital Management,1
≡,ABT - Abbott Labs,4.45,Reduce 6.29%,10669498,$136.01,"$1,451,158,000",,$131.25,-3.50%,$108.25,$139.95,Polen Capital Management,1
≡,LLY - Eli Lilly & Co.,4.16,Reduce 0.95%,1737910,$779.53,"$1,354,753,000",,$703.21,-9.79%,$622.41,$965.15,Polen Capital Management,1
≡,ZTS - Zoetis Inc.,4.03,Reduce 4.27%,8421026,$155.95,"$1,313,259,000",,$155.67,-0.18%,$138.77,$197.92,Polen Capital Management,1
≡,ADBE - Adobe Inc.,3.99,Add 19.09%,3356781,$386.88,"$1,298,671,000",,$361.03,-6.68%,$330.04,$587.75,Polen Capital Management,1
≡,NOW - ServiceNow Inc.,3.71,Add 23.92%,1176895,$1028.08,"$1,209,942,000",,$886.78,-13.74%,$678.66,$1198.09,Polen Capital Management,1
≡,GOOG - Alphabet Inc. CL C,3.57,Reduce 11.73%,6562265,$177.39,"$1,164,080,000",,$202.49,14.15%,$142.49,$208.21,Polen Capital Management,1
≡,NFLX - Netflix Inc.,3.35,Reduce 8.20%,815234,$1339.13,"$1,091,705,000",,$1214.15,-9.33%,$660.80,$1341.15,Polen Capital Management,1
≡,MSCI - MSCI Inc.,3.08,Reduce 6.78%,1741389,$576.74,"$1,004,329,000",,$568.16,-1.49%,$483.67,$636.39,Polen Capital Management,1
≡,AON - Aon Plc,3.01,Reduce 8.71%,2745627,$356.76,"$979,530,000",,$372.86,4.51%,$322.37,$411.24,Polen Capital Management,1
